text,speaker,season,episode,scene,utterance,emotion
"Actually, if it's possible, I love you more.",Richard Burke,2,23,2,18,Peaceful
"Really? Wow, well then come on, I wanna show you how to fold the toilet paper into a point.",Monica Geller,2,23,2,19,Joyful
"Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor.",Chandler Bing,2,23,3,2,Neutral
But don't you need experience for a job like that?,Joey Tribbiani,2,23,3,3,Scared
"It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor.",Chandler Bing,2,23,3,4,Peaceful
"Hey Chandler, here's this morning's projections.",Scott Alexander,2,23,3,5,Joyful
"Hey thanks. Scott Alexander, Joey Tribbianni. Joey is a uh, fellow processor.",Chandler Bing,2,23,3,6,Mad
No kidding.,Scott Alexander,2,23,3,7,Peaceful
"Oh yeah yeah. I process. People want the processing, I'm the one they call.",Joey Tribbiani,2,23,3,8,Powerful
Where do you work?,Scott Alexander,2,23,3,9,Neutral
"Uhh, well, right now I'm in between things. You know how it is. One day you're processing, the next day you're not so much... processing any more.",Joey Tribbiani,2,23,3,10,Neutral
I was just telling Joey about the opening in Fleischman's group.,Chandler Bing,2,23,3,11,Neutral
"Fleischman's group. Whatever you do, don't touch his sandwiches. Ha-ha-ha...",Scott Alexander,2,23,3,12,Joyful
Ha-ha. Are all you processors dorks?,Joey Tribbiani,2,23,3,13,Joyful
"Oh, this lipstick looks just great on you.",Rachel Green,2,23,4,2,Joyful
"You look fabulous honey, you really do.",Monica Geller,2,23,4,3,Joyful
"Yeah? Are you sure, really.",Phoebe Buffay,2,23,4,4,Joyful
"You see, you look beautiful. For god sakes, dim the lights.",Rachel Green,2,23,4,5,Scared
"I, I, I'm hideous.",Phoebe Buffay,2,23,4,6,Sad
It's gonna be ok. Ryan's been under water. He's just gonna be so glad that you don't have barnicles on your butt.,Monica Geller,2,23,4,7,Neutral
Come in.,Phoebe Buffay,2,23,5,2,Neutral
"Hey baby, I'm back...",Ryan,2,23,5,3,Peaceful
"Hey Ryan, what's up?",Phoebe Buffay,2,23,5,4,Neutral
What's goin' on?,Ryan,2,23,5,5,Neutral
"Well, no no, you have to stay back. I, I have the pox.",Phoebe Buffay,2,23,5,6,Sad
Chicken or small?,Ryan,2,23,5,7,Neutral
Chicken. Which is so ironic considering I'm a vegetarian.,Phoebe Buffay,2,23,5,8,Joyful
Why aren't you at home in bed?,Ryan,2,23,5,9,Neutral
"'Cause my, my grandmother's never had chicken pox. Please, please tell me you have, 'cause oh my God, I forgot how cute you are.",Phoebe Buffay,2,23,5,10,Joyful
"I'm sorry, I never had 'em.",Ryan,2,23,5,11,Scared
"Ohh, ohh.",Phoebe Buffay,2,23,5,12,Scared
"If I had one wish, it would be to build a time machine, go back to when I was 7, when Jimmy Hauser had the chicken pox. I would grab that kid and rub him all over my face.",Ryan,2,23,5,13,Powerful
"Yeah, or you know, you could just wish that I didn't have them now.",Phoebe Buffay,2,23,5,14,Mad
Can I please see your face?,Ryan,2,23,5,15,Neutral
Nope. You don't want to see a face covered with pox.,Phoebe Buffay,2,23,5,16,Scared
"Your face could be covered with lochs, I wouldn't care.",Ryan,2,23,5,17,Peaceful
"And you hate fish. Oh. That's so sweet, alright. Ok, alright, you can see. This is me... Oh, I am scary.",Phoebe Buffay,2,23,5,18,Scared
"Sorry, the lightning. Lightning was an unfortunate incidence. You look lovely, lovely.",Ryan,2,23,5,19,Peaceful
"I hate this. 'Cause I tell you, I had the most amazing two weeks planned for us, and almost everything I had in mind, we had to be a lot closer than this.",Phoebe Buffay,2,23,5,20,Sad
"Phoebe, I have spent the last eight months in a steel tube with men, thinking about this moment. I am not gonna let a bunch of itchy spots stand between us.",Ryan,2,23,5,21,Joyful
"Ok, this is the most romantic disease I've ever had.",Phoebe Buffay,2,23,5,22,Joyful
Hey.,Joey Tribbiani,2,23,6,2,Neutral
"Hey, how's the first day goin'?",Chandler Bing,2,23,6,3,Peaceful
Pretty good. It's like you said. It's mostly just putting numbers from one column into another column.,Joey Tribbiani,2,23,6,4,Peaceful
Well there you go.,Chandler Bing,2,23,6,5,Neutral
"Hey and everbody is so nice. I just had a good talk with that lady with the red hair, Jeannie.",Joey Tribbiani,2,23,6,6,Joyful
"Jeannie, the head of east coast operations Jeannie?",Chandler Bing,2,23,6,7,Neutral
"Yeah, turns out our kids go to the same school. Small world huh?",Joey Tribbiani,2,23,6,8,Joyful
Weird world. Your kids?,Chandler Bing,2,23,6,9,Neutral
I figure my character has kids.,Joey Tribbiani,2,23,6,10,Neutral
Ya know there isn't a part of that sentence I don't need explained.,Chandler Bing,2,23,6,11,Scared
"Well, see when you're acting you need to think about stuff like that. My character, Joseph the processor guy, has two little girls, Ashley and Brittany. Ashley copies everything Brittany does.",Joey Tribbiani,2,23,6,12,Joyful
"Well, invisible kids can be that way sometimes.",Chandler Bing,2,23,6,13,Peaceful
"Yeah. Joseph and his wife, Karen, are thinking of having a third kid... Ya know what? Just did.",Joey Tribbiani,2,23,6,14,Joyful
Really? Wow. That's some pretty powerful imaginary sperm you must have there.,Chandler Bing,2,23,6,15,Joyful
You know what makes the itching even worse?,Ryan,2,23,7,2,Neutral
That you don't stop talking about it.,Phoebe Buffay,2,23,7,3,Neutral
Fine.,Ryan,2,23,7,4,Mad
"Let's just play, ok. Good, ok. Here we go, double sixes, here we go... Here we go, come to mama, just getting ready to roll the dice...",Phoebe Buffay,2,23,7,5,Joyful
What're you doing? Are you scratching?,Ryan,2,23,7,6,Scared
"No. This is what I do for luck, ok.",Phoebe Buffay,2,23,7,7,Powerful
You're scratching. Give me the dice.,Ryan,2,23,7,8,Powerful
No.,Phoebe Buffay,2,23,7,9,Powerful
Give me the dice.,Ryan,2,23,7,10,Powerful
"No. Here. There. Ooh, double sixes.",Phoebe Buffay,2,23,7,11,Powerful
"We can't scratch. You know we can't, we'll scar.",Ryan,2,23,7,12,Neutral
"Uhh, I can't stop thinking about it. It's just so hard. I just wanna grab all these houses and rub 'em all over my body.",Phoebe Buffay,2,23,7,13,Sad
No.,Ryan,2,23,7,14,Powerful
Give it.,Phoebe Buffay,2,23,7,15,Powerful
No.,Ryan,2,23,7,16,Powerful
"Yeah, come on. You know you want it, you know you want it too, come on. Let's just be bad, it'll feel so good.",Phoebe Buffay,2,23,7,17,Powerful
Oh God help me.,Ryan,2,23,7,18,Scared
"Now do me, do my back. Oh come on, harder.",Phoebe Buffay,2,23,7,19,Joyful
"Oh, stop that, stop that right now.",Rachel Green,2,23,7,20,Mad
"You know, I might have expected this of you Phoebe, but Ryan, you're a military man.",Ross Geller,2,23,7,21,Scared
"You and Milton have to join us on the boat. Karen'll pack a lunch, you'll bring the kids, we'll make a day of it.",Joey Tribbiani,2,23,8,2,Joyful
"Oh, that sounds lovely. We're gonna have to set that up. Oh, I better get back. Hope the baby feels better.",Jeannie,2,23,8,3,Joyful
"Oh, thanks, thanks. Bye bye Jeannie.",Joey Tribbiani,2,23,8,4,Neutral
Bye bye Joey.,Jeannie,2,23,8,5,Neutral
What a phony.,Joey Tribbiani,2,23,8,6,Mad
"Well, I'm sure you'll teach her a lesson when she steps off the dock onto nothing. Hey Mr. Douglas.",Chandler Bing,2,23,8,7,Mad
Sir.,Joey Tribbiani,2,23,8,8,Neutral
"Uh, listen Bing, I received your memo. So, we're not gonna receive the systems report until next Friday?",Mr. Douglas,2,23,8,9,Mad
Well the people in my group wanna spend the holiday weekend with their families.,Chandler Bing,2,23,8,10,Neutral
"I have a family, I'm gonna be here.",Mr. Douglas,2,23,8,11,Peaceful
"Yeah Bing, what's that about?",Joey Tribbiani,2,23,8,12,Neutral
"It's about cutting my people a little slack, ya know, for morale. Look, if you wanna see some rough numbers, I can get them to you by Wednesday.",Chandler Bing,2,23,8,13,Powerful
Rough numbers?,Mr. Douglas,2,23,8,14,Mad
This company was not built on rough numbers. Am I right Mr. Douglas.,Joey Tribbiani,2,23,8,15,Neutral
Have the final numbers on my desk by Tuesday.,Mr. Douglas,2,23,8,16,Powerful
"Uh, if you say so sir.",Chandler Bing,2,23,8,17,Neutral
"Joseph's good, isn't he?",Joey Tribbiani,2,23,8,18,Joyful
"Well, I'm going to kill you.",Chandler Bing,2,23,8,19,Mad
"Hey, hey, I just figure Joseph's the kinda guy that likes to mix it up. Ya know, get in there, ruffle some feathers.",Joey Tribbiani,2,23,8,20,Joyful
Why?,Chandler Bing,2,23,8,21,Neutral
"Look, I'm sorry but that's what Joseph does, ok. If you try to pull somethin', he'll call you on it. 'What're you tryin' to pull,' he'll say.",Joey Tribbiani,2,23,8,22,Powerful
Hey. Mr. Douglas is looking for you.,Joey Tribbiani,2,23,10,2,Neutral
Why? Wh- wh- why is Mr. Douglas looking for me?,Chandler Bing,2,23,10,3,Scared
'Cause he has a strong suspicion that you dropped the ball on the Lender project.,Joey Tribbiani,2,23,10,4,Powerful
"Wha- wh- why, why, why does he suspect that?",Chandler Bing,2,23,10,5,Scared
"Becasue at first he thought it was Joseph. But after he asked Joseph about it, turns out it was you. Anyway, I just thought you should know.",Joey Tribbiani,2,23,10,6,Neutral
"Alright, that's it. Look Joey, I'm sorry, I realize this is the role of a lifetime for ya, and if I could just fire Joseph, I would, but unfortunately that's not possible so I'm gonna have to let both of you go.",Chandler Bing,2,23,10,7,Powerful
"What're you talking about, everybody loves Joseph.",Joey Tribbiani,2,23,10,8,Neutral
"I don't, I hate Joseph, ok. I think he's a brown-nosing suck up.",Chandler Bing,2,23,10,9,Mad
"Oh yeah. Well you can't fire Joseph. You know why, 'cause he's not in your department.",Joey Tribbiani,2,23,10,10,Neutral
"Alright, ok, alright. So I can't fire Joseph but uh, I can sleep with his wife.",Chandler Bing,2,23,10,11,Mad
Karen.,Joey Tribbiani,2,23,10,12,Neutral
"Yeah, Karen. I'm thinking about having an affair with her. Oh, you know what? I just did.",Chandler Bing,2,23,10,13,Powerful
Ahh. What the hell are you doing to me man.,Joey Tribbiani,2,23,10,14,Sad
"Oh well it's not me, it's my character, Chandy. Yeah the rogue processor who seduces his co-worker's wives for sport and then laughs about it the next day at the water cooler. In fact, I have her panties right there in my drawer.",Chandler Bing,2,23,10,15,Powerful
Really?,Joey Tribbiani,2,23,10,16,Scared
"No freakshow, she's fictional.",Chandler Bing,2,23,10,17,Mad
"Take it easy. If it means that much to you, I'll uh, I'll go find something else.",Joey Tribbiani,2,23,10,18,Neutral
Thank you.,Chandler Bing,2,23,10,19,Peaceful
"It's just that, I, I'm gonna miss Joseph. I liked him. His wife, she was hot.",Joey Tribbiani,2,23,10,20,Powerful
Can I please take these off? I swear I won't scratch.,Phoebe Buffay,2,23,11,2,Sad
"No sorry hon, Monica's orders.",Rachel Green,2,23,11,3,Neutral
Well that wasn't easy.,Ryan,2,23,11,4,Neutral
"Ok, dinner's on.",Ross Geller,2,23,11,5,Neutral
And there's a peach cobbler warming in the oven so the plate's gonna be hot but that shouldn't be a problem for you.,Rachel Green,2,23,11,6,Powerful
"Alright you kids, bye now.",Ross Geller,2,23,11,7,Neutral
Bye.,,2,23,11,8,Neutral
"Oh look, a low budget puppet show.",Ross Geller,2,23,11,9,Joyful
It's such a shame you can't see which finger I'm holding up.,Phoebe Buffay,2,23,11,10,Powerful
Wine?,Ryan,2,23,11,11,Neutral
Please.,Phoebe Buffay,2,23,11,12,Neutral
"Oh, I spilled some.",Ryan,2,23,11,13,Sad
I got it.,Phoebe Buffay,2,23,11,14,Neutral
"I must tell you, you look beautiful tonight.",Ryan,2,23,11,15,Joyful
What?,Phoebe Buffay,2,23,11,16,Neutral
Sorry. You look beautiful.,Ryan,2,23,11,17,Joyful
Oh.,Phoebe Buffay,2,23,11,18,Peaceful
"You know what, that's it, that's it.",Phoebe Buffay,2,23,11,19,Powerful
"Monica, wake up. Monica.",Richard Burke,2,23,12,2,Neutral
What's up?,Monica Geller,2,23,12,3,Neutral
I thought of a thing.,Richard Burke,2,23,12,4,Neutral
Yeah?,Monica Geller,2,23,12,5,Neutral
"Yeah. I have to sleep, have to, on this side of the bed.",Richard Burke,2,23,12,6,Neutral
No honey. You have to sleep on this side of the bed because I have to sleep on this side of the bed.,Monica Geller,2,23,12,7,Mad
Or so I would have you believe.,Richard Burke,2,23,12,8,Neutral
"No. Big deal, so you have a side of the bed, everybody has a side of the bed.",Monica Geller,2,23,12,9,Peaceful
"Hey come on, you haven't heard my reason yet.",Richard Burke,2,23,12,10,Mad
"Alright, go on.",Monica Geller,2,23,12,11,Neutral
"Ok, I have to sleep on the west side because I grew up in California and otherwise the ocean would be on the wrong side.",Richard Burke,2,23,12,12,Neutral
"Oh my God, you're a freak.",Monica Geller,2,23,12,13,Joyful
Yeah. How 'bout that.,Richard Burke,2,23,12,14,Neutral
"So uh, Ryan, were you shipping off to?",Rachel Green,2,23,13,2,Joyful
I really can't say.,Ryan,2,23,13,3,Neutral
So do you have like any nuclear weapons on board?,Ross Geller,2,23,13,4,Joyful
I can't say.,Ryan,2,23,13,5,Neutral
"Well do you get to look through one of those like, those periscope thingys.",Rachel Green,2,23,13,6,Joyful
"I'm sorry, but I can't say.",Ryan,2,23,13,7,Neutral
"Wow, it, it's neat learning about submarines.",Ross Geller,2,23,13,8,Joyful
"I better get out of here, I'm gonna miss my flight.",Ryan,2,23,13,9,Neutral
"Ok, I'll walk you out.",Phoebe Buffay,2,23,13,10,Neutral
Bye Ryan.,Ross Geller,2,23,13,11,Sad
Pleasure.,Ryan,2,23,13,12,Neutral
It was nice to meet you.,Rachel Green,2,23,13,13,Neutral
Take care.,Ryan,2,23,13,14,Neutral
"So do you uh, think we can get you one of those uh, uniform things?",Rachel Green,2,23,13,15,Joyful
You like that do ya?,Ross Geller,2,23,13,16,Joyful
Oh yeah.,Rachel Green,2,23,13,17,Joyful
I'll make some calls.,Ross Geller,2,23,13,18,Joyful
Ok.,Rachel Green,2,23,13,19,Joyful
Can you believe how we spent our two weeks together?,Ryan,2,23,13,20,Joyful
"I know. We didn't do any of the romantic things I had planned, like having a picnic at Central Park and ya know, coffee at Central Perk. Oh I just got that.",Phoebe Buffay,2,23,13,21,Sad
Taxi.,Ryan,2,23,13,22,Neutral
Bye you.,Phoebe Buffay,2,23,13,23,Joyful
"Oh I'm sorry, we're clo-... Hey sailor.",Rachel Green,2,23,14,2,Neutral
Is this what you had in mind?,Ross Geller,2,23,14,3,Neutral
I'll say.,Rachel Green,2,23,14,4,Neutral
I'm shipping out tomorrow.,Ross Geller,2,23,14,5,Neutral
"Well then uh, we better make this night count. Oh wait, I forgot to turn off the cappucino machine. Anchors away. Oh no no, my purse, my purse, my purse, my purse, my purse, my pu rse. Oh, you know what. I forgot to turn off the bathroom light.",Rachel Green,2,23,14,6,Neutral
"Alright you know, why don't I just meet you upstairs.",Ross Geller,2,23,14,7,Neutral
"Hey Joey, how'd the audition go?",Rachel Green,2,24,1,2,Neutral
Incredible! I met the director this time and you'll never believe who it was.,Joey Tribbiani,2,24,1,3,Joyful
Who?,#ALL#,2,24,1,4,Neutral
All right. I'll give you one hint. Warren Beatty.,Joey Tribbiani,2,24,1,5,Neutral
Wow!,#ALL#,2,24,1,6,Joyful
"Yeah, there's just one thing that might be kind've a problem. See, I, uh, had to kiss this guy.",Joey Tribbiani,2,24,1,7,Scared
'Cause he was just so darn cute.,Chandler Bing,2,24,1,8,Joyful
"No, as part of the audition. See, I'm up for this part of this guy, who the main guy kisses.",Joey Tribbiani,2,24,1,9,Neutral
"Well, hey. You're an actor, I say you just suck it up and do it. Or you just do it.",Ross Geller,2,24,1,10,Peaceful
"I did do it, I'm a professional.",Joey Tribbiani,2,24,1,11,Peaceful
Then what's the problem?,Monica Geller,2,24,1,12,Mad
"See after the scene, Mr. Beatty comes up to me and says 'good actor, bad kisser'. Can you believe that, me not a good kisser, that's like, like Mother Theresa, not a good mother.",Joey Tribbiani,2,24,1,13,Mad
"Well, come on, who cares what that guy thinks. What does Warren Beatty know about kissing Ooh.",Phoebe Buffay,2,24,1,14,Peaceful
"Hey, what did your agent say?",Chandler Bing,2,24,2,2,Neutral
"Yep, this kiss thing is defiantly a problem, Mr. Beatty wants to see it again on Monday. Man, I gotta figure out what I'm doing wrong. Oh, okay, one of you girls come over here and kiss me.",Joey Tribbiani,2,24,2,3,Sad
"What, forget it!",Monica Geller,2,24,2,4,Mad
"Yeah, right.",Rachel Green,2,24,2,5,Mad
"Come on, I need your help here.",Joey Tribbiani,2,24,2,6,Sad
"All right. I'll do it, I kissed him before I can do it again.",Phoebe Buffay,2,24,2,7,Joyful
"You see this, this is a friend.",Joey Tribbiani,2,24,2,8,Neutral
"Uh-huh, let's go. Oh, wait I have gum. Okay. Good, very good, firm but tender. I'd recommend you to a friend.",Phoebe Buffay,2,24,2,9,Joyful
Then I don't know what it is. What's the problem?,Joey Tribbiani,2,24,2,10,Sad
"Joey, you know, maybe your just not used to kissing men, maybe you just tensed up a little, maybe that's what you need to work on.",Monica Geller,2,24,2,11,Peaceful
"Yeah, that makes sense.",Joey Tribbiani,2,24,2,12,Joyful
Over my dead body!,Ross Geller,2,24,2,13,Mad
And I'll be using his dead body as a shield.,Chandler Bing,2,24,2,14,Neutral
"Where's Benny? There he is! Where's Benny, there he is.",Monica Geller,2,24,4,2,Joyful
"Awww! You know that's probably why babies learn to talk, so they can tell grown ups to cut it out.",Richard Burke,2,24,4,3,Joyful
"Hey, you know I got a question for ya. Just a little thing, no pressure.",Monica Geller,2,24,4,4,Neutral
Okay.,Richard Burke,2,24,4,5,Neutral
"Did you ever, uh, like, think about the future?",Monica Geller,2,24,4,6,Scared
Sure I do.,Richard Burke,2,24,4,7,Peaceful
"Yeah, am I in it?",Monica Geller,2,24,4,8,Scared
"Honey, you are in it.",Richard Burke,2,24,4,9,Peaceful
"Oh God, you are about to get sooo lucky.",Monica Geller,2,24,4,10,Joyful
"Oh, yeah!",Richard Burke,2,24,4,11,Joyful
Keep talkin'.,Monica Geller,2,24,4,12,Joyful
"Well, uh, sometimes I think about selling my practice, we could move to France, make French toast.",Richard Burke,2,24,4,13,Joyful
"Okay, so, uh, we're in France, we're making the toast. Do you see a little bassinet in the corner?",Monica Geller,2,24,4,14,Scared
Like a hound?,Richard Burke,2,24,4,15,Joyful
"Not a basset, a bassinet.",Monica Geller,2,24,4,16,Mad
You really need the bassinet?,Richard Burke,2,24,4,17,Scared
"Well, I just think the baby would keep falling off the dog. Do you, uh, do you , do you not see kids in our future.",Monica Geller,2,24,4,18,Scared
"Oh, hey. I love children, I have children. I just don't want to be 70 when our kids go off to college, and our lives can finally start.",Richard Burke,2,24,4,19,Sad
Uh-huh.,Monica Geller,2,24,4,20,Sad
"Look I want you, now.",Richard Burke,2,24,4,21,Peaceful
"That's Great. You know we don't need to talk about this now. Really, I mean this is, is so way, way, way, in the future, I'm talkin' hovercrafts and apes taking over the planet.",Monica Geller,2,24,4,22,Scared
"Hey, there.",Ross Geller,2,24,7,2,Neutral
Hi.,Rachel Green,2,24,7,3,Neutral
Are you all right?,Ross Geller,2,24,7,4,Peaceful
"Yeah, when I was in the bathroom I saw the window that I crawled out of at my wedding, and God, I just started thinking that I shouldn't be here, you know I shouldn't, people are going to be looking at me and judging me and, and thinking about the last time.",Rachel Green,2,24,7,5,Scared
"Sweetie, it's be gonna okay, all right. It's a wedding, generally people focus on the bride.",Ross Geller,2,24,7,6,Peaceful
"God I know, you're right.",Rachel Green,2,24,7,7,Scared
"All rightie, everybody look at me. Good. All right, its time. Bridesmaids and ushers let's see two lines, thank you.",Wedding Planner,2,24,7,8,Powerful
"Okay, I'll see you after the thing.",Rachel Green,2,24,7,9,Neutral
"Okay, good luck",Ross Geller,2,24,7,10,Joyful
"Thank you, Okay, Okay.",Rachel Green,2,24,7,11,Neutral
"Angela? Joey Tribiani. Listen, what are ya doing tonight. I know your seeing that guy I was thinking maybe you could bring him.....Hello? Hello?",Joey Tribbiani,2,24,9,2,Powerful
"Aren't you gonna answer her, that's like the tenth bing-bong message she sent. She wants to know what's wrong?",Phoebe Buffay,2,24,9,3,Powerful
What's wrong? What's wrong? You're married that's what's wrong.,Chandler Bing,2,24,9,4,Mad
"Oh, my.",Phoebe Buffay,2,24,9,5,Powerful
What?,Chandler Bing,2,24,9,6,Mad
She wants to meet you in person.,Phoebe Buffay,2,24,9,7,Peaceful
"Hey, look, Phoebe I wanted to meet her in person too, okay, but she's married, she has a husband.",Chandler Bing,2,24,9,8,Sad
"What if the husband person is the wrong guy, and you are the right guy. I mean you don't get chances like this all the time, if you don't meet her now, you're gonna be kicking yourself when your 80, which is hard to do, and that's how you break a hip.",Phoebe Buffay,2,24,9,9,Sad
"Okay, I'll do it!",Chandler Bing,2,24,9,10,Powerful
"Oh, yeah! Okay! Great! Go, man, go put on your shoes, and, and march out there and meet her! Oh, wait, no, no you have to take a shower, 'cause, eww. No, you know what you have to answer her, answer her first. No, no, you know what make some coffee 'cause its too much.",Phoebe Buffay,2,24,9,11,Sad
"Okay, one more, please. Come on, I'm gonna get it in this time, I will.",Monica Geller,2,24,10,2,Joyful
"Okay, last chance. Again, I'm sorry.",Richard Burke,2,24,10,3,Neutral
"You know what, maybe I don't need to have children. You know maybe I just think I do because that is what society, and by that I mean my mom, has always convinced me that I... I do, I have to have children, I'm sorry, I just do.",Monica Geller,2,24,10,4,Neutral
"Yo! Can I have your attention, please, Best Man, making a toast here. Thank you. I remember when Barry got home from his first date with Rachel...",Best Man,2,24,10,5,Joyful
What?!,#ALL#,2,24,10,6,Scared
"What, you hired the same band I can't use the same speech. Thank you, thank you very much. Anyway, I wish you both a wonderful life together. And Rachel...",Best Man,2,24,10,7,Neutral
What.,Rachel Green,2,24,10,8,Neutral
"No, no, no now in all seriousness, its not a lot of women would've had the guts to come back here tonight, and even fewer, who would do it with their asses hanging out!",Best Man,2,24,10,9,Neutral
"Uh, I like to, uh, to add something to that...",Ross Geller,2,24,10,10,Neutral
"Why are you adding, why are you adding, why are you adding, why are you adding?",Rachel Green,2,24,10,11,Mad
"Most of you don't know me, I'm Rachel's boyfriend.",Ross Geller,2,24,10,12,Neutral
Oh dear God.,Rachel Green,2,24,10,13,Scared
"Ross, uh and uh, I'd just like to say that it did take a lot of courage for Rachel to come here tonight. And, uh, for the record she did not run out on Barry because she had syphilis. What are you doing I'm serious. Uh, the reason she walked out on, on Barry is simply that she didn't love him, which incidentally worked out pretty well for me Cheers.",Ross Geller,2,24,10,14,Joyful
She you in the parking lot.,Rachel Green,2,24,10,15,Mad
"No, Rach!",Ross Geller,2,24,10,16,Scared
And once again she is out of here. Okay who had 9:45? Um?,Barry Farber,2,24,10,17,Neutral
"Ya, know what Barr, I'm not gonna leave. I probably should, but I'm not, see 'cause I promised myself that I would make it through at least *one* of your weddings . See now, tonight, all I really wanted was to make it though this evening with a little bit of grace and dignity. Well , I guess we can all agree that's not gonna happen. There's nothing really left to say except.... ""Her name was Lola. She was a showgirl. With yellow feathers , feathers in her hair, and a dress cut down to there. She would...""",Rachel Green,2,24,10,18,Peaceful
"Marenge,",Ross Geller,2,24,10,19,Neutral
"""...marenge, thank you honey, and do the cha-cha. And while she like to be a star, Tony always tended bar. At the, wait, wait, everybody..""",Rachel Green,2,24,10,20,Joyful
Everybody!,Ross Geller,2,24,10,21,Joyful
"At the Copa, Copa Cabana The hottest spot north of Havana. At the Copa, Coo-pa Ca-ban-a, music and fashion were always the passion, at the Copa....",Rachel Green,2,24,10,22,Joyful
"Okay, I'll do it.",Richard Burke,2,24,11,2,Neutral
You'll do what?,Monica Geller,2,24,11,3,Scared
If kids is what I takes to be with you then kids it is.,Richard Burke,2,24,11,4,Powerful
Oh my God!,Monica Geller,2,24,11,5,Joyful
"If I have to I'll, I'll do all again , I'll do the 4 o'clock feeding thing, I'll go to the P.T.A. meetings, I'll coach the soccer team.",Richard Burke,2,24,11,6,Peaceful
Really?,Monica Geller,2,24,11,7,Joyful
"Yeah, if I have to. Monica, I don't wanna lose you, so if I have to do it all over again, then I will.",Richard Burke,2,24,11,8,Peaceful
"You're the most wonderful man. And if you hadn't of said 'if I have to' like seventeen times, then I'd be saying 'okay, let's do it.'",Monica Geller,2,24,11,9,Mad
But you're not.,Richard Burke,2,24,11,10,Scared
"Oh my God, I can't believe what I'm getting ready to say. I wanna have a baby, but I don't wanna have one with someone who doesn't really wanna have one.",Monica Geller,2,24,11,11,Mad
God. I love you.,Richard Burke,2,24,11,12,Peaceful
I know you do. Me too. So what now?,Monica Geller,2,24,11,13,Peaceful
I guess we just keep dancing.,Richard Burke,2,24,11,14,Peaceful
"Where is she, Where is she? Oh, hey, I have a question, where is she?",Chandler Bing,2,24,12,2,Scared
"Chandler, relax, Chandler, she'll be here.",Rachel Green,2,24,12,3,Peaceful
"Ooh, oh, oh, that's her.",Chandler Bing,2,24,12,4,Joyful
"Yeah, 'cause life's just that kind.",Ross Geller,2,24,12,5,Neutral
"Chandler, you gotta stop staring at the door. It's like a watched pot, you know if you keep looking at it then the door is to, never gonna boil. I think what you have to do is try not to...",Phoebe Buffay,2,24,12,6,Peaceful
Oh my God!,Chandler Bing,2,24,12,7,Joyful
OH.....MY.....GAWD!!,Janice Litman Goralnik,2,24,12,8,Joyful
OH.....MY.....GOD!!,#ALL#,2,24,12,9,Joyful
I have to say Tupolo Honey by Van Morrison.,Ross Geller,3,1,2,2,Peaceful
Nooo Way! The most romantic song ever is The Way We Were.,Rachel Green,3,1,2,3,Peaceful
"See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss.",Phoebe Buffay,3,1,2,4,Joyful
"What song was that, Pheebs?",Rachel Green,3,1,2,5,Neutral
"Hold me close, young Tony Dan-za.",Phoebe Buffay,3,1,2,6,Neutral
Hi Monica!,Phoebe Buffay,3,1,2,8,Joyful
Hey Mon!,Ross Geller,3,1,2,9,Joyful
Hey Mon!,Rachel Green,3,1,2,10,Joyful
"Oh my God, has she slept at all?",Phoebe Buffay,3,1,2,12,Mad
Nope.,Ross Geller,3,1,2,13,Neutral
"No, it's been three nights in a row.",Rachel Green,3,1,2,14,Neutral
"Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.",Ross Geller,3,1,2,15,Peaceful
"Oh, okay that explains it. I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought okay its like a mouse or a opossum. But then I realized where would a mouse or a opossum get the money to make the phone call.",Phoebe Buffay,3,1,2,16,Powerful
Morning.,Chandler Bing,3,1,3,2,Neutral
"Morning, hey, you made pancakes?",Joey Tribbiani,3,1,3,3,Joyful
"Yeah, like there's any way I could ever do that.",Chandler Bing,3,1,3,4,Scared
"Monica and Rachel had syrup, now I can get my man to cheer up. Good morning Joey.",Janice Litman Goralnik,3,1,3,5,Joyful
Good morning.,Joey Tribbiani,3,1,3,6,Joyful
"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me.",Chandler Bing,3,1,3,7,Peaceful
"Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer.",Janice Litman Goralnik,3,1,3,8,Peaceful
I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.,Chandler Bing,3,1,3,9,Sad
"I-I-I gotta go, I gotta go. Okay, not without a kiss.",Janice Litman Goralnik,3,1,3,10,Joyful
"Well, maybe I won't kiss you, and then you'll have to stay.",Chandler Bing,3,1,3,11,Powerful
Kiss her! Kiss her!,Joey Tribbiani,3,1,3,12,Joyful
"I'll see you later, sweetie. Bye Joey.",Janice Litman Goralnik,3,1,3,13,Joyful
B-bye Janice. So when ya' dumpin' her.,Joey Tribbiani,3,1,3,14,Neutral
"Nope, not this time.",Chandler Bing,3,1,3,15,Neutral
"Come on, quite yankin' me.",Joey Tribbiani,3,1,3,16,Joyful
I'm not yanking you.,Chandler Bing,3,1,3,17,Neutral
