text,speaker,season,episode,scene,utterance
"(When they finish, they walk over to the director)",Scene Directions,6,10,9,14
"So, do we really have to ask who's going up on the platform next?",Ross Geller,6,10,9,15
Oh no! You get up there and do that again exactly like that!,Director,6,10,9,16
Yes!,Monica Geller,6,10,9,17
"Make sure you get this, they're gonna want it for the bloopers show. Alright cut! Listen up everyone, when we start again it's gonna be the countdown to new years, so I wanna see everybody's excitement.",Director,6,10,9,18
[Cut to Joey and Janine],Scene Directions,6,10,9,19
"Hey, pal, you have about three seconds to get away from my partner.",Tall Guy,6,10,9,20
What's going on over here?,Director,6,10,9,21
"Uh, take a look at the guy's pants! I mean, I know you told us to show excitement, but don't you think he went a little overboard?",Joey Tribbiani,6,10,9,22
What's the matter with you? Get out of here!,Director,6,10,9,23
"Yeah, take a hike wetpants!",Joey Tribbiani,6,10,9,24
(The director pushes the Tall Guy away),Scene Directions,6,10,9,25
"[Cut to Ross and Monica, who are finally on a platform!]",Scene Directions,6,10,9,26
Can you believe this? We're gonna be on the platform for the Millennium moment!,Ross Geller,6,10,9,27
"I know! Hey, you haven't been practising the routine, have you?",Monica Geller,6,10,9,28
No!,Ross Geller,6,10,9,29
Me too!,Monica Geller,6,10,9,30
"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y'know?",Ross Geller,6,10,9,31
"Ross, I think we should stick to the routine, we don't wanna look stupid!",Monica Geller,6,10,9,32
Alright we're back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,Director,6,10,9,33
"Okay, it all comes down to this. Whatever happens, happens. Destiny.",Joey Tribbiani,6,10,9,34
"Three, Two, One!",#ALL#,6,10,9,35
Cut!,Director,6,10,9,36
No! Year! Happy No Year!,Joey Tribbiani,6,10,9,37
"Okay, here's where we go to the live shot of Times Square, nice work everyone that's a wrap!",Director,6,10,9,38
"[Scene: Monica and Chandler's apartment, Chandler and Rachel are there, and Phoebe enters with the Chick and the Duck.]",Scene Directions,6,10,10,1
Hey! Look who I found!,Phoebe Buffay,6,10,10,2
"Oh, hey guys!",Chandler Bing,6,10,10,3
"Y'know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.",Phoebe Buffay,6,10,10,4
"Yes, if the presents are hidden south for the winter.",Chandler Bing,6,10,10,5
"Or we could just follow your clever jokes &#150; any ideas? No! Didn't think so! Okay, c'mon guys, show us where the presents are!",Phoebe Buffay,6,10,10,6
"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that's as good as garbage?",Chandler Bing,6,10,10,7
"Hmm, how about my azzz?",Phoebe Buffay,6,10,10,8
"(Rachel sits on the window seat, and knocks against it)",Scene Directions,6,10,10,9
"Hey, this is hollow.",Rachel Green,6,10,10,10
What?,Phoebe Buffay,6,10,10,11
"This bench, it's hollow! I can't believe I never knew that! Oh, the presents!!!",Rachel Green,6,10,10,12
"No, don't look directly at them!",Phoebe Buffay,6,10,10,13
What?,Chandler Bing,6,10,10,14
"Alright, no, we could look at them!",Phoebe Buffay,6,10,10,15
"Oh, this one's for me!",Rachel Green,6,10,10,16
"Oh, this one's for Chandler. Here.",Phoebe Buffay,6,10,10,17
Oh great!,Chandler Bing,6,10,10,18
And the big one's for me!,Phoebe Buffay,6,10,10,19
"Ooh, let's open them!",Rachel Green,6,10,10,20
Okay! Okay! Okay!,Chandler Bing,6,10,10,21
Hee hee!,Phoebe Buffay,6,10,10,22
"Wait, we can't do this.",Chandler Bing,6,10,10,23
Why?,,6,10,10,24
"I don't wanna know what Monica got me. Y'know? I mean, look, I'm sure she worked really hard at getting you a present, and wanting to surprise me, and you guys are gonna ruin that, and I, look we have to put these back, this is not what Christmas is about.",Chandler Bing,6,10,10,25
"Whatever Linus, I'm opening mine.",Rachel Green,6,10,10,26
"Nobody is opening anything ok? Look, I don't know about you guys, but I wanna see the look on Monica's face when I give her my present, and I'm sure she wants to see the look on my face when I get mine. So please, please, can we just, can we put them back?",Chandler Bing,6,10,10,27
Will you get us better gifts?,Phoebe Buffay,6,10,10,28
Fine!,Chandler Bing,6,10,10,29
"(Monica enters, and they throw the gifts behind them.)",Scene Directions,6,10,10,30
"Hey guys! You found the presents? Chandler, you let them find the presents? Great! Do you know how long it took me to find you that water purifier?",Monica Geller,6,10,10,31
That's what you got me?,Chandler Bing,6,10,10,32
"Oh yes, I see what you mean. That look is priceless.",Phoebe Buffay,6,10,10,33
(Rachel leans over to look at him.),Scene Directions,6,10,10,34
"[Scene: Joey and Janine's apartment, they both enter.]",Scene Directions,6,10,11,1
"Home sweet home, huh? Nice to, uh, get back to reality. Plus we know how the New Year's gonna go off. I guess there's no reason for all that Y2K panic, y'know? Anyway, g'night!",Joey Tribbiani,6,10,11,2
Joey.,Janine Lecroix,6,10,11,3
Yeah?,Joey Tribbiani,6,10,11,4
"3, 2, 1. Happy New Year.",Janine Lecroix,6,10,11,5
"Oh, yoii. What was that for?",Joey Tribbiani,6,10,11,6
"Well, I don't know tonight when they yelled cut and we didn't get to kiss, I was really, really, disappointed, and I just, really wanted to kiss you",Janine Lecroix,6,10,11,7
"Really? In the moment, I really wanted to kiss you too. In the moment.",Joey Tribbiani,6,10,11,8
"In the moment, yeah.",Janine Lecroix,6,10,11,9
But only in the moment. So do ya wanna kiss again?,Joey Tribbiani,6,10,11,10
"Sure, New Year's Eve is only two weeks away. Can you wait?",Janine Lecroix,6,10,11,11
No.,Joey Tribbiani,6,10,11,12
Me neither.,Janine Lecroix,6,10,11,13
"3, 2,",Joey Tribbiani,6,10,11,14
"Joey, you don't have to count down every time we kiss.",Janine Lecroix,6,10,11,15
"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",Joey Tribbiani,6,10,11,16
(They kiss to the music of Auld Lang Syne),Scene Directions,6,10,11,17
"[Scene: Monica and Chandler's apartment, everyone except Joey is there.]",Scene Directions,6,10,12,1
"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled 'CUT!'",Monica Geller,6,10,12,2
"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",Rachel Green,6,10,12,3
"Yeah. But of course we had to update it a little bit. Hey, by the way, great thinking about catching me!",Monica Geller,6,10,12,4
'Cos I was gonna say there's no way you could've done the end the way you guys did it back then!,Rachel Green,6,10,12,5
What? We could do it!,Monica Geller,6,10,12,6
"I don't know, I mean you were a lot bigger, I mean, stronger back then.",Ross Geller,6,10,12,7
"I can do it, okay? Come on, let's go.",Monica Geller,6,10,12,8
"1, 2, 3, 4, 5, 6, 7, 8",,6,10,12,9
I can't do it!,Monica Geller,6,10,12,10
"Now you do that, you're on TV.",Chandler Bing,6,10,12,11
"[Scene: Joey and Rachel's apartment, Phoebe is helping Joey rehearse for an audition. Phoebe is overacting her part.]",Scene Directions,6,20,1,1
"The reactor's gonna blow in three seconds, we're never gonna make it!",Joey Tribbiani,6,20,1,2
You've got to get out of here! Save yourself!,Phoebe Buffay,6,20,1,3
No! I won't leave you!,Joey Tribbiani,6,20,1,4
"Don't worry about me, I'm a robot! I'm just a machine!!",Phoebe Buffay,6,20,1,5
No you're not! Not to me!,Joey Tribbiani,6,20,1,6
Oh my God.,Phoebe Buffay,6,20,1,7
What?,Joey Tribbiani,6,20,1,8
I am extremely talented!,Phoebe Buffay,6,20,1,9
"Yeah, you're great! Okay, let's take it from...",Joey Tribbiani,6,20,1,10
"No, I mean I was really acting my ass off.",Phoebe Buffay,6,20,1,11
"Yeah, I thought I was pretty good too.",Joey Tribbiani,6,20,1,12
"Oh yeah, you're solid. Yeah, you're just no me.",Phoebe Buffay,6,20,1,13
Y'know what? I think that's enough for now. Yeah. I don't want to be over rehearsed.,Joey Tribbiani,6,20,1,14
Fine! I'll do it without you! I don't need you or anybody else! I'm gonna make it on my own! You'll see!! You'll all see!!,Phoebe Buffay,6,20,1,15
"[Scene: Joey and Rachel's apartment, Joey is memorizing his lines. Chandler, Rachel, and Phoebe are there as well.]",Scene Directions,6,20,2,1
"So uh, what's this thing you're auditioning for?",Chandler Bing,6,20,2,2
"Oh, it's a new TV show. Yeah. I'm up for the part of Mac Macaveli or ""Mac."" Yeah, I'm a detective and I solve crimes with the help of my robot partner. He's a, he's a Computerized Humanoid Electronically Enhanced Secret Enforcer or-or ""C.H.E.E.S.E.""",Joey Tribbiani,6,20,2,3
So Mac and C.H.E.E.S.E.,Rachel Green,6,20,2,4
That's the title! Yeah! Y'know they really lucked out that the initials spell cheese.,Joey Tribbiani,6,20,2,5
That is lucky.,Chandler Bing,6,20,2,6
"Huh-Wait so Joey if you get this, you're gonna be like the star of your own TV show! I mean you'll be like the Big Cheese! Or the Big Mac-Hey! You love those!",Rachel Green,6,20,2,7
"Well, don't get your hopes up, because probably not gonna happen.",Joey Tribbiani,6,20,2,8
"Now-now, why would you say that Joseph?",Chandler Bing,6,20,2,9
I mean come on you guys! My own TV show? I just don't know if I'm good enough.,Joey Tribbiani,6,20,2,10
I am.,Phoebe Buffay,6,20,2,11
"Joey, what are you talking about? You're a terrific actor.",Rachel Green,6,20,2,12
You really think so?,Joey Tribbiani,6,20,2,13
"Ugh, how can you even ask that question?!",Rachel Green,6,20,2,14
"[And with that we go into the save the budget portion of the show, which features flashbacks from previous episodes. The first set of auditions feature high lights or low lights of Joey's acting career. The first flashback is from <a href=""season2/211towlw.htm"">The One With The Lesbian Wedding.]",Scene Directions,6,20,2,15
"[Scene: Monica and Rachel's, everyone is there to watch Joey's first scene as Dr. Drake Remoray.]",Scene Directions,6,20,3,1
"Whoa, she's pretty.",Chandler Bing,6,20,3,2
"Yeah, and oh she's really nice too. She taught me all about how to work the cameras, and smell-the-fart acting.",Joey Tribbiani,6,20,3,3
"I'm sorry, what?",Rachel Green,6,20,3,4
What?,Monica Geller,6,20,3,5
Excuse me?,Ross Geller,6,20,3,6
"It's like, you got so many lines to learn so fast, that sometimes you need a minute to remember your next one. So while you're thinkin' of it, you take this big pause where you look all intense, you know, like this.",Joey Tribbiani,6,20,3,7
"Oh, ok.",Chandler Bing,6,20,3,8
"There's my scene, there's my scene. ""Mrs. Wallace, I'm Dr. Drake Ramoray, your sister's neurosurgeon. I'm afraid the situation is much worse than we expected. Your sister is suffering from a...""",Joey Tribbiani,6,20,3,9
[The next flashback is from The One With The Butt. The gang is watching Joey in Freud!],Scene Directions,6,20,3,10
"Vell, Eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear.",Joey Tribbiani,6,20,3,11
"All you want is a dingle, What you envy's a schwang, A thing through which you can tinkle, Or play with, or simply let hang...",Scene Directions,6,20,3,12
[The next flashback is also from The One With The Butt and it's also on the soundtrack. He's Joey telling everyone about his big break in Monica and Rachel's apartment.],Scene Directions,6,20,3,13
"I Play Al Pacino's Butt. All Right? He Goes Into The Shower, And Then- I'M His Butt.",Joey Tribbiani,6,20,3,14
Oh My God.,Monica Geller,6,20,3,15
"C'Mon, You Guys. This Is A Real Movie, And Al Pacino's In It, And That's Big!",Joey Tribbiani,6,20,3,16
"Oh No, It's Terrific, It'S- It'S- Y'Know, You Deserve This, After All Your Years Of Struggling, You'Ve Finally Been Able To Crack Your Way Into Show Business.",Chandler Bing,6,20,3,17
"Okay, Okay, Fine! Make Jokes, I Don'T Care! This Is A Big Break For Me!",Joey Tribbiani,6,20,3,18
"You're right, you're right, it is.",Ross Geller,6,20,3,19
Yes.,Monica Geller,6,20,3,20
So you gonna invite us all to the big opening?,Ross Geller,6,20,3,21
[Cut back to Joey about to leave for his audition for Mac and C.H.E.E.S.E.],Scene Directions,6,20,3,22
"All right well, I'm outta here. Wish me luck.",Joey Tribbiani,6,20,3,23
Gooood luck! Gooood luck! We all wish you good luuuuuuuuck!!!,Phoebe Buffay,6,20,3,24
"Yeah, whatever.",Joey Tribbiani,6,20,3,25
"[Scene: Central Perk, Chandler and Ross are playing chess and are both studying the board intently.]",Scene Directions,6,20,4,1
It's your turn.,Ross Geller,6,20,4,2
"Oh, are we playing this?!",Chandler Bing,6,20,4,3
Hey.,Joey Tribbiani,6,20,4,4
Hey! How'd the audition go?,Chandler Bing,6,20,4,5
Terrible! I messed up every line! I shouldn't even be an actor!,Joey Tribbiani,6,20,4,6
"Wait a minute, are you doing that thing where you pretend it didn't go well but it really did go well?",Ross Geller,6,20,4,7
"Yeah, did I fool ya?",Joey Tribbiani,6,20,4,8
Totally!,Ross Geller,6,20,4,9
So it did go well.,Chandler Bing,6,20,4,10
"Oh, it went amazingly well!",Joey Tribbiani,6,20,4,11
Great!,Ross Geller,6,20,4,12
Oh that's great!,Chandler Bing,6,20,4,13
"Yeah-yeah, it's down to me and two other guys.",Joey Tribbiani,6,20,4,14
Oh my God!,Chandler Bing,6,20,4,15
Wow!,Ross Geller,6,20,4,16
"And I know both of them, they're really good. One of them is the guy from those allergy commercials who's always getting chased by those big flowers...",Joey Tribbiani,6,20,4,17
"Oh, I love that guy!",Ross Geller,6,20,4,18
"Oh-oh, what are you doing?",Chandler Bing,6,20,4,19
What am I doing?,Ross Geller,6,20,4,20
I'm just so nervous! Y'know? The callback isn't until tomorrow at five. I feel like my head is going to explode!,Joey Tribbiani,6,20,4,21
"Well, it is overdue.",Chandler Bing,6,20,4,22
"Look, don't worry. Okay? You're gonna be fine.",Ross Geller,6,20,4,23
"There's just so much pressure. I mean no offense, but what you guys do is very different. I don't know if you'd understand.",Joey Tribbiani,6,20,4,24
"Yeah, none of us have to deal with pressure at our jobs.",Ross Geller,6,20,4,25
"[Thus starts another series of flashbacks all dealing with the pressure the rest of the Friends have to deal with in their jobs. The first flashback is from <a href=""season1/115towsg.htm"">The One With The Stoned Guy.]",Scene Directions,6,20,4,26
"[Scene: Chandler's office. He's on the phone, agitated.]",Scene Directions,6,20,5,1
"Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!",Chandler Bing,6,20,5,2
[The next flashback is from The One With The Prom Video. Monica is at a job interview at a new restaurant.],Scene Directions,6,20,5,3
"Alright, well I'm tearing the lettuce.",Monica Geller,6,20,5,4
Uh-huh. Is it dirty?,Interviewer,6,20,5,5
"Oh-oh, no no don't worry, I'm gonna wash it.",Monica Geller,6,20,5,6
"Don't, I like it dirty.",Interviewer,6,20,5,7
That's your call.,Monica Geller,6,20,5,8
"So, uh, what are you going to do next?",Interviewer,6,20,5,9
"Well, I thought that I would cut up the tomatos.",Monica Geller,6,20,5,10
"Are they, uh, firm?",Interviewer,6,20,5,11
They'r alright.,Monica Geller,6,20,5,12
"You sure they haven't gone bad? You're sure they're not very, very bad?",Interviewer,6,20,5,13
"No really, they're OK.",Monica Geller,6,20,5,14
You gonna slice them up real nice?,Interviewer,6,20,5,15
"Actually, I was gonna do them jullienne.",Monica Geller,6,20,5,16
Aaaahhhhhhh.,Interviewer,6,20,5,17
I'm outa here.,Monica Geller,6,20,5,18
[The next flashback is from The One With Rachel's Crush.],Scene Directions,6,20,5,19
"[Scene: Bloomingdale's, Rachel's new job.]",Scene Directions,6,20,6,1
"Monica, I'm quitting! I just helped an 81 year old woman put on a thong and she didn't even buy it! I'm telling you I'm quitting! That's it! I'm talking to my boss right now! Yes I am! Yes I am! Yes I am! Yes I am! Yes I am! Yes I am! Okay bye, call me when you get this message.",Rachel Green,6,20,6,2
"[The next flashback is from The One With The Dozen Lasagnas, Phoebe is telling everyone but Rachel about the pass Paulo made on her.]",Scene Directions,6,20,6,3
"Well, what happened?",Monica Geller,6,20,6,4
"Well, he came in for a massage and everything was fine until...",Phoebe Buffay,6,20,6,5
Ohhhhhh!,#ALL#,6,20,6,6
Oh my God!,Ross Geller,6,20,6,7
And all of the sudden his hands weren't the problem anymore.,Phoebe Buffay,6,20,6,8
Was it...,Monica Geller,6,20,6,9
"Oh, Boy Scouts could've camped under it!",Phoebe Buffay,6,20,6,10
"[The next flashback is from The One With Ross's Sandwich, Ross his confronting his boss about him eating Ross's sandwich.]",Scene Directions,6,20,6,11
You ate my sandwich?,Ross Geller,6,20,6,12
It was a simple mistake. It could happen to anyone.,Dr. Ledbetter,6,20,6,13
Oh-oh really?,Ross Geller,6,20,6,14
"Now-now calm down. Come look in my office, some of it my still be in the trash.",Dr. Ledbetter,6,20,6,15
What?,Ross Geller,6,20,6,16
"Well, it was quite large. I-I-I-I-I had to throw most of it away.",Dr. Ledbetter,6,20,6,17
You-you-you-you threw my sandwich away!,Ross Geller,6,20,6,18
[Cut to an outside shot of the museum.],Scene Directions,6,20,6,19
MY SANDWICH?!!!,Ross Geller,6,20,6,20
[Cut to a shot of a park.],Scene Directions,6,20,6,21
MY SANDWICH!!!!!!,Ross Geller,6,20,6,22
[Cut back to Central Perk.],Scene Directions,6,20,6,23
"I want this part so much! Y'know? If I don't get this part I'm never gonna eat Macaroni and Cheese again!-No, I didn't say that! That's a lie.",Joey Tribbiani,6,20,6,24
"[Scene: Joey and Rachel's apartment, Chandler is there talking to the chick and duck.]",Scene Directions,6,20,7,1
"Oh come on guys, it's not like I moved to Europe! I just moved across the hall! And we would have you over all the time if it weren't for Monica's allergies. You're right, I could never lie to you. She hates you. Should I get that? Hello? Uh no, Joey's not here right now. Can I take a message? Yeah, okay so the audition has been moved from 5:00 to 2:30? Okay great. Bye.",Chandler Bing,6,20,7,2
Ahh! Aren't you dressed yet?,Monica Geller,6,20,7,3
Am I naked again?!,Chandler Bing,6,20,7,4
We're supposed to meet my parents in 15 minutes.,Monica Geller,6,20,7,5
"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Chandler Bing,6,20,7,6
Wh?! What about my allergies?!,Monica Geller,6,20,7,7
"Oh right, your allergies. All her, she hates you.",Chandler Bing,6,20,7,8
"[Scene: Joey and Rachel's apartment, Joey and Chandler are playing foosball and Joey scores a goal.]",Scene Directions,6,20,8,1
Yes!! Ha-ha!! All right! Hey! How cool would it be if you could watch like a real life-sized version of this? Huh? I mean how crazy would that be?,Joey Tribbiani,6,20,8,2
As crazy as soccer?,Chandler Bing,6,20,8,3
(The phone rings and Joey answers it.),Scene Directions,6,20,8,4
"Hello? What are you talking about? The audition's not 'til 5:00! Well, nobody told me! Who'd you talk to? Nevermind!",Joey Tribbiani,6,20,8,5
You mean you didn't get it from this?,Chandler Bing,6,20,8,6
The allergy guy got the part! Thanks!,Joey Tribbiani,6,20,8,7
"Well, maybe we can fix it y'know? Maybe we can send him some-some big-big flowers and scare him!",Chandler Bing,6,20,8,8
How could you do this to me Chandler?! This part could've turned my whole career around!,Joey Tribbiani,6,20,8,9
"I messed up. Okay? I'm sorry, I really messed up.",Chandler Bing,6,20,8,10
"Hey, you don't even live here anymore! What are you doing answering my phone? I have my machine!",Joey Tribbiani,6,20,8,11
"Which I bought for ya. Taught ya how to use it. You thought it was a copier. Look, if there was anything I could do, I would do it. Okay? But everybody's allowed one mistake, right?",Chandler Bing,6,20,8,12
[Joey just laughs as a third set of flashbacks featuring Chandler's mistakes starts. The first flashback is from The One With The Prom Video. It's Chandler telling Phoebe how much he hates the bracelet Joey bought him. They're both at Central Perk.],Scene Directions,6,20,8,13
"You know he coulda gotten me a VCR, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller! The eyesore from the Liberace house of crap!",Chandler Bing,6,20,8,14
It's not that bad.,Phoebe Buffay,6,20,8,15
"Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the Mr. T collection.",Chandler Bing,6,20,8,16
"Chandler, Chandler.",Phoebe Buffay,6,20,8,17
"I pity the fool who puts on my jewelry, I do, I do. I pity the fool that. . . Hi!",Chandler Bing,6,20,8,18
[The next flashback is from The One Where Chandler Crosses The Line. He's telling Joey that he kissed Cathy.],Scene Directions,6,20,8,19
"Yeah, I mean when you were late last night, Kathy and I got to talking, and one thing to another and...",Chandler Bing,6,20,8,20
And what?! Did you sleep with her?!,Joey Tribbiani,6,20,8,21
No! No! No! I just kissed her.,Chandler Bing,6,20,8,22
What?!! That's even worse!!,Joey Tribbiani,6,20,8,23
How is that worse?!,Chandler Bing,6,20,8,24
I don't know! But it's the same!,Joey Tribbiani,6,20,8,25
"You're right, I have no excuses! I was totally over the line.",Chandler Bing,6,20,8,26
"Over the line?! You-you're-you're so far past the line, that you-you can't even see the line! The line is a dot to you!",Joey Tribbiani,6,20,8,27
[Cut back to Joey and Rachel's apartment.],Scene Directions,6,20,8,28
"Look, I'm not saying that you should magically forgive me! But you're not perfect! You've made some errors in judgment too!",Chandler Bing,6,20,8,29
Name one!,Joey Tribbiani,6,20,8,30
[Chandler proceeds to point out Joey's errors in this forth set of flashbacks. The first flashback is from The One With The Cat. Chandler has just returned home to see that their apartment has been cleaned out and finds Joey trapped in the entertainment center.],Scene Directions,6,20,8,31
What happened?!!,Chandler Bing,6,20,8,32
"Awww, man! He promised he wouldn't take the chairs!!",Joey Tribbiani,6,20,8,33
What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!,Chandler Bing,6,20,8,34
"Well, this guy came by to look at the unit and-and he said he didn't think big enough to fit a grown man!",Joey Tribbiani,6,20,8,35
So--You got in voluntarily?!,Chandler Bing,6,20,8,36
"I was tryin' to make a sale!! Oh, man, if I ever run into that guy again, do you know what I'm gonna do?",Joey Tribbiani,6,20,8,37
BEND OVER?!!!,Chandler Bing,6,20,8,38
[The next flashback is from The One With The Candy Hearts. Joey and Chandler are waiting at a restaurant as Lorraine and her friend arrive.],Scene Directions,6,20,8,39
"Ok, now, remember, no trading. You get the pretty one, I get the mess.",Chandler Bing,6,20,8,40
"Hi, Joey. Well well, look what you brought.",Lorraine,6,20,8,41
...And what did you bring?,Chandler Bing,6,20,8,42
"She's checking the coats. Joey, I'm gonna go wash the cab smell off my hands. Will you get me a white Zinfandel, and a glass of red for Janice.",Lorraine,6,20,8,43
Janice?,Chandler Bing,6,20,8,44
"(Lorraine leaves. Joey shakes his head as though to say, 'It can't be the same Janice.' Janice enters.)",Scene Directions,6,20,8,45
Janice?!,Chandler Bing,6,20,8,46
Oh.... my.... God.,Janice Litman Goralnik,6,20,8,47
[The next flashback is from The One With Ross's New Girlfriend. Chandler is telling Ross and Joey that Joey's tailor took advantage of him.],Scene Directions,6,20,8,48
Joey's tailor...took advantage of me.,Chandler Bing,6,20,8,49
What?,Ross Geller,6,20,8,50
No way! I've been going to the guy for 12 years.,Joey Tribbiani,6,20,8,51
"Oh come on! He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite...",Chandler Bing,6,20,8,52
What?,Ross Geller,6,20,8,53
Cupping.,Chandler Bing,6,20,8,54
"That's how they do pants! Ross, will you tell him? Isn't that how they measure pants?",Joey Tribbiani,6,20,8,55
"Yes, yes it is. In prison!",Ross Geller,6,20,8,56
[Cut back to the present.],Scene Directions,6,20,8,57
I said name one!,Joey Tribbiani,6,20,8,58
"[Scene: Monica, Chandler, and Phoebe's, Monica and Rachel are consoling Chandler.]",Scene Directions,6,20,9,1
I can't believe I did this! What an idiot!,Chandler Bing,6,20,9,2
"Oh, stop beating yourself up! People make mistakes! These things happen! There aren't any message you've forgotten to give me are there? Apparently you're not very good at it! I...",Monica Geller,6,20,9,3
Do you think he'll ever forgive me?,Chandler Bing,6,20,9,4
Of course he will! But Chandler the most important thing is you forgive yourself!,Rachel Green,6,20,9,5
Y'know what? I-I kinda have.,Chandler Bing,6,20,9,6
Already? That's pretty bad what you did.,Rachel Green,6,20,9,7
Y'know what? He will forgive you. And I like to bring a pad with me when I go answer the phone just in case... Okay...,Monica Geller,6,20,9,8
"You didn't see how mad he was, y'know?",Chandler Bing,6,20,9,9
"I'm sure he will forgive you. Look, we have all been there! Y'know, you fight, you make up, it's just the way it works.",Rachel Green,6,20,9,10
[We then go into another set of flashbacks of famous fights. The first is the second breakup of Ross and Rachel from The One With The Jellyfish.],Scene Directions,6,20,9,11
It took two people to break up this relationship!!,Ross Geller,6,20,9,12
"Yeah! You and that girl from that copy place, which yesterday you took full responsibility for!!",Rachel Green,6,20,9,13
I didn't know what I was taking full responsibility for! Okay?! I didn't finish the whole letter!,Ross Geller,6,20,9,14
What?!!,Rachel Green,6,20,9,15
I fell asleep!,Ross Geller,6,20,9,16
You fell asleep?!,Rachel Green,6,20,9,17
"It was 5:30 in the morning, and you had rambled on for 18 pages. Front and back!! Oh-oh-oh, and by the way, Y-O-U-apostrophe-R-E means 'you are,' Y-O-U-R means 'your!'",Ross Geller,6,20,9,18
Y'know I can't believe I even thought about getting back together again! We are so over!!,Rachel Green,6,20,9,19
FINE BY ME!!,Ross Geller,6,20,9,20
"And hey! Just so you know, it's not that common! It doesn't happen to every guy! And it is a big deal!!",Rachel Green,6,20,9,21
I KNEW IT!!!!,Chandler Bing,6,20,9,22
"[The next flashback is from The One After The Superbowl, Part II. Monica and Rachel are fighting over who gets to see Jean-Claude Van Damme.]",Scene Directions,6,20,9,23
You had no right to go out with him.,Monica Geller,6,20,9,24
That is the most ridiculous...,Rachel Green,6,20,9,25
You sold me out.,Monica Geller,6,20,9,26
I did not sell you out.,Rachel Green,6,20,9,27
Yes you did. You absolutely sold me...,Monica Geller,6,20,9,28
Would you let me talk.,Rachel Green,6,20,9,29
Did you just flick me?,Monica Geller,6,20,9,30
"OK, well, you wouldn't let me finish and I was jus- Ow. That hurt",Rachel Green,6,20,9,31
(They keep flicking each other. This turns into slapping each other.),Scene Directions,6,20,9,32
"Oh! All right. Now, let's not do this!",Phoebe Buffay,6,20,9,33
(Rachel tackles Monica onto the couch.),Scene Directions,6,20,9,34
Happy thoughts! Happy thoughts!,Phoebe Buffay,6,20,9,35
(They wrestle on the couch for a little while until Monica gets the upper hand and pulls Rachel off of the couch by her sock. Monica removes Rachel's sock and starts beating her with it.)This leads to wrestling on the floor. This finally angers Phoebe.),Scene Directions,6,20,9,36
"OK, now I'm gonna kick some ass.",Phoebe Buffay,6,20,9,37
Ow! Ow! Ow!,,6,20,9,38
I know! I know! I know!,Phoebe Buffay,6,20,9,39
"Alright, now I will let go if you both stop.",Phoebe Buffay,6,20,9,40
Fine!,Rachel Green,6,20,9,41
Fine!,Monica Geller,6,20,9,42
"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",Phoebe Buffay,6,20,9,43
[The next flashback is from The One Where No One's Ready. Joey is retaliating against Chandler hiding his underwear by wearing a whole bunch of clothes.],Scene Directions,6,20,9,44
"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",Joey Tribbiani,6,20,9,45
Oh my God!,Chandler Bing,6,20,9,46
Look at me! I'm Chandler! Could I be wearing any more clothes? Maybe if I wasn't going commando...,Joey Tribbiani,6,20,9,47
(Chandler does this throat sound.),Scene Directions,6,20,9,48
"Yeah. Whew, it's hot with all of this stuff on. I ah, I better not do any, I don't know, lunges.",Joey Tribbiani,6,20,9,49
[The next flashback is from The One Where Eddie Moves In. It's the sequence where Joey and Chandler are both saddened that they're not living together anymore. All By Myself is playing in the background.],Scene Directions,6,20,9,50
[Joey's place. He goes to say something to Chandler in the other chair but no one's there. He goes to call Chandler but decides not to and throws the phone back down.],Scene Directions,6,20,9,51
[Chandler's. He's playing foosball by himself.],Scene Directions,6,20,9,52
[Joey's. Playing ping pong by himself.],Scene Directions,6,20,9,53
[Chandler is sitting in front of a window while it's raining outside. We see Joey through a rainy window. The camera zooms out to show it's just his tabletop water sculpture.],Scene Directions,6,20,9,54
"[Scene: Joey and Rachel's apartment, Chandler is entering with a peace offering of a Joey Special, two pizzas.]",Scene Directions,6,20,10,1
"Joey? Got you a Joey Special, two pizzas! Joe? Hello? Damnit! Hello? No, Joey's not here right now, but I can take a message I think. He's still got a chance for the part?! Oh, that's great news! Well no obviously not for the actor who was mauled by his dog. Oh well, that's great. I will give Joey the message. Thank you! Yes! Okay, Mac audition at 2:00. Allergy actor attacked. By dog not flowers.",Chandler Bing,6,20,10,2
"[Scene: Joey and Rachel's apartment, Joey is entering to find Chandler waiting patiently for him.]",Scene Directions,6,20,11,1
